10450847|Brain metabolites in the hippocampus-amygdala region and cerebellum in autism : an 1H-MR spectroscopy study .
10450847|We studied metabolites in the hippocampus-amygdala -LRB- HA -RRB- region and cerebellum .
10482383|MRI volume of the amygdala : a reliable method allowing separation from the hippocampal formation .
10482383|antonio.convit@mcadr.med.nyu.edu Studies of MRI-derived volume of the amygdala have been mostly performed on coronal sections where its boundaries with the hippocampus and the entorhinal cortex are indistinct .
10482383|To date , all reports of in vivo amygdala volume have consistently overestimated the size of the structure .
10482383|We have developed a method for the MRI-based in vivo measurement of the amygdala volume which allows a better separation of the amygdala from the adjoining hippocampal formation .
10482383|On the original sagittal and the reformatted axial planes , where it is more readily apparent , we delineated the boundaries between the amygdala and the hippocampus and the amygdala and the hippocampo-amygdala transition area , respectively .
10482383|We then projected those markings onto the coronal plane , where the other boundaries of the amygdala are more easily seen .
10482383|Using these markings as a guide and utilizing extra-amygdalar coronal landmarks for the anterior end , we outlined the whole amygdala on the coronal plane and determined its volume .
10482383|We observed that 45 % of the coronal slices that contained amygdala also contained some hippocampus .
10482383|The amygdala measurement had high test-retest reliability , with an intra-class correlation coefficient -LRB- rICC -RRB- of 0.99 for the total volume and an rICC of 0.93 for the measurement at the level of the individual slice .
10482383|The average amygdala volume was 1.05 + / - 0.17 cm3 on the right and 1.14 + / - 0.15 cm3 on the left .
10482383|Our amygdala volumes are in agreement with those reported in postmortem studies , which provides the reported method with face validity .
10482807|on long term potentiation of amygdala efferents and behavior following kindling .
10482807|Partial kindling also induced long term potentiation -LRB- LTP -RRB- of amygdala efferent transmission to ventromedial hypothalamus -LRB- VMH -RRB- and periaqueductal gray -LRB- PAG -RRB- in left and right hemispheres .
10482807|Depotentiation of amygdala efferent LTP by bilateral low frequency amygdala stimulation -LRB- LFS -RRB- -LRB- 900 pulses at 1 Hz , once daily for 7 days -RRB- selectively reduced LTP in right amygdala efferents .
10482807|Effects of LFS were not due to damage , as thresholds to evoke amygdala efferent response were unchanged .
10482807|These findings suggest that lasting change in affect following partial hippocampal kindling depends on LTP of right amygdala efferent transmission to PAG .
10482807|The parallel between the present findings and the FG-7142 experiments suggests that lasting changes in defensive response are dependent on LTP of right amygdala efferents to the PAG , however produced .
10482807|The findings suggest further that the spectrum of behavioral changes produced by partial kindling are dependent on changes in a variety of neural circuits , and that amygdala efferent transmission changes are responsible for changes in defensive behavior , but not predatory attack behavior .
10501203|GADD45 mRNA was detected by in situ hybridization , whereas fragmented DNA was detected using in situ nick end-labeling by the large -LRB- Klenow -RRB- fragment of DNA polymerase I. Kainic acid -LRB- 0.1 microg -RRB- was injected into the right amygdala of rats to induce seizures for 45 min , after which diazepam -LRB- 30 mg/kg -RRB- was administered .
10501551|A voxel-based whole brain analysis identified grey matter differences in an amygdala centered system relative to 15 age - and IQ-matched controls .
10501551|Increases were found in posterior parts -LRB- amygdala/peri-amygdaloid cortex , middle temporal gyrus , inferior temporal gyrus -RRB- , and in regions of the cerebellum .
10509837|The right amygdala exhibited decreased responses to fearful vocalizations as well as fear-specific inhibitory interactions with left anterior insula .
10509837|A region of the pons , implicated in acoustic startle responses also showed fear-specific interactions with the amygdala .
10509837|The data demonstrate : firstly , that processing of vocal emotion involves a bilaterally distributed network of brain regions ; and secondly , that processing of fear-related auditory stimuli involves context-specific interactions between the amygdala and other cortical and brainstem regions implicated in fear processing .
10510979|Effect of pirenzepine , a muscarinic M1 receptor antagonist , on amygdala kindling in rat .
10510979|The purpose of this study was to investigate the role of muscarinic M1 receptors on amygdala kindling in the rat .
10510979|Bipolar nichrome stimulation and recording electrodes were stereotaxically implanted into the right and left basolateral amygdala .
10530728|Intact recognition of emotional prosody following amygdala damage .
10530728|ralph-adolphs@uiowa.edu Bilateral damage to the amygdala in a variety of animal species can impair emotional reactions to stimuli in several sensory modalities .
10530728|We examined two subjects with complete bilateral amygdala damage , and seven with unilateral amygdala damage , on a standardized task of emotional prosody recognition .
10530728|One of the bilateral amygdala subjects , whose lesions were restricted to the amygdala , was entirely normal in recognizing emotion in prosody on all tasks , the other , whose damage included substantial lesions also in extra-amygdalar structures , especially in right hemisphere , was normal on most , albeit not all , measures of emotional prosody recognition .
10530728|We suggest that the human amygdala 's role in recognizing emotion in prosody may not be as critical as it is for facial expressions , and that extra-amygdalar structures in right hemisphere may be more important for recognizing emotional prosody .
10530728|It remains possible that recognition of emotion in classes of auditory stimuli other than prosody will require the amygdala .
10561935|The present study examined associations of MRI volumetric measurements of the mammillary body , fornix , amygdala , and hippocampus to measures of episodic verbal and visual memory .
10561935|Significant associations were found between left hippocampal volume and the immediate , delayed , and percent retention scores of the Logical Memory Test ; between the left mammillary body volume and the Logical Memory Test delayed and percent retention scores ; immediate Visual Reproduction performance was significantly related to the right and left amygdala volumes , and right mammillary body volume ; only the right amygdala and right mammillary body volume were associated with the delayed Visual Reproduction trial .
10562726|Studies in humans and other primates have pointed to several structures that play a key role in guiding social behaviors : the amygdala , ventromedial frontal cortices , and right somatosensory-related cortex , among others .
10581226|Furthermore , the comparison of abstract and concrete words indicated that abstract word processing was associated with selective activations -LRB- right temporal pole and amygdala , bilateral inferior frontal cortex -RRB- , while no brain areas were more active in response to concrete words .
10584724|FINDINGS : The scans of the group with both disorders were closely similar to those of the schizophrenic group , in terms of both general structures and the structure of the amygdala-hippocampus .
10584724|However , the amygdala-hippocampus was significantly smaller on both sides than that of normal controls -LRB- left 4.1 vs 4.5 cm3 , p = 0.011 ; right 4.2 vs 4.99 cm3 , p < 0.0001 -RRB- .
10618008|Relative to the cerebral volume differences , the regional volumes of the subjects with schizophrenia were 94 % in the left and right amygdala , 94 % in the left and 95 % in the right hippocampus/amygdala , and 93 % in the left and 95 % in the right parahippocampus .
10619632|Serotonin laterality in amygdala predicts performance in the elevated plus maze in rats .
10619632|A strong -LRB- r = 0.86 , p < 0.003 -RRB- correlation exists between increased anxiety -LRB- more time spent in the closed arm -RRB- and the lateralization of serotonin in the amygdala .
10619632|Greater serotonin in the right versus left amygdala relates to greater anxiety .
10619632|These data support the hypothesis that the right hemisphere is involved in emotional states : increased serotonin in the right amygdala is related to anxiety , while cortical dopamine may be associated with attention to the environment .
10624542|BACKGROUND : Previous studies indicated an important role of the amygdala for emotional information processing .
10624542|We investigated a possible relationship between amygdala volumes , aggressive behavior , and dysthymia , in patients with temporal lobe epilepsy -LRB- TLE -RRB- .
10624542|RESULTS : There was a highly significant enlargement of left and right amygdala volumes in patients with dysthymia -LRB- right side , p < .000 ; left side , p = .001 -RRB- .
10624542|We found a significant positive correlation between left amygdala volumes -LRB- p = .02 -RRB- and a trend towards positive correlation between right amygdala volumes and depression -LRB- p = .06 -RRB- , as measured with the Beck Depression Inventory .
10624542|CONCLUSIONS : This is the second report of a relationship between amygdala volumes and depressed mood , confirming an earlier finding in patients with bipolar disease , and the first study reporting a correlation between amygdala volumes and depression .
10624542|Increased processing of emotional information might increase amygdala blood flow and subsequently , result in amygdala enlargement .
10624548|METHODS : We immunoquantified PLC beta 1 , gamma 1 and delta 1 in the left prefrontal cortex and superior temporal cortex , nucleus accumbens and amygdala , and in the right superior temporal cortex of postmortem brains obtained from a total of 19 patients with schizophrenia and a total of 27 controls .
10624548|There was no difference in PLC beta 1 immunoreactivities in the nucleus accumbens , the amygdala or the right superior temporal cortex between schizophrenic patients and controls .
10638409|There were positive correlations between rMRGlu in the middle right cingulate and grandiosity -LRB- r = 0.87 , P < 0.05 -RRB- , both the right amygdala -LRB- r = 0.90 , P < 0.01 -RRB- and the left posterior cingulate -LRB- r = 0.90 , P < 0.01 -RRB- to difficulties in abstract thinking , and the right frontal inferior -LRB- r = 0.85 , P < 0.05 -RRB- , right anterior cingulate -LRB- r = 0.93 , P < 0.01 -RRB- , and left anterior cingulate -LRB- r = 0.85 , P < 0.05 -RRB- to attentional deficits .
10643921|METHODS : Numbers of Fos-immunoreactive -LRB- Fos-ir -RRB- neurons in various hypothalamic regions were compared for three groups of animals : -LRB- a -RRB- unilateral amygdala-kindled , -LRB- b -RRB- implanted but unstimulated , and -LRB- c -RRB- unimplanted .
10676617|Single-voxel 1H MR spectroscopy of the white matter of each anterior temporal lobe was also performed , excluding the amygdala and hippocampus .
10680785|BACKGROUND : Previous studies have suggested that the perception of fear in facial expressions is mediated by a specialized neural system that includes the amygdala and certain posterior right-hemisphere cortical regions .
10680785|However , the neuropsychological findings in patients with amygdala damage are inconclusive , and the contribution of distinct cortical regions to fear perception has only been examined in one study .
10680785|The proposed special role of the amygdala and posterior right-hemisphere cortical regions in fear perception was also not supported .
10683827|Matching angry or frightened expressions was associated with increased regional cerebral blood flow -LRB- rCBF -RRB- in the left and right amygdala , the brain 's primary fear centers .
10683827|Labeling these same expressions was associated with a diminished rCBF response in the amygdalae .
10683842|Repeated visual stimulation resulted in neural habituation bilaterally in the secondary visual cortex and in the right medial temporal cortex including the amygdala and the hippocampus .
10688157|They categorised disgust as either anger or fear more frequently than paranoids , and demonstrated in response to disgust expressions activation in the amygdala , a region associated with perception of fearful faces .
10704753|Increased amygdala volumes in female and depressed humans .
10704753|ludger_vanelst@psyallg.ukl.uni-freiburg.de The amygdala are thought to play an important role in emotional information processing .
10704753|First studies indicate a link between amygdala atrophy , fear and aggression and between amygdala hypertrophy and depression .
10704753|To investigate a possible relationship between amygdala volumes , aggression and depression , we measured the amygdala of 62 patients with temporal lobe epilepsy -LRB- TLE -RRB- with and without aggressive behavior or depression and 20 healthy volunteers using quantitative magnetic resonance imaging -LRB- MRI -RRB- .
10704753|Depressed patients displayed significant enlargement of both amygdala -LRB- left side : P = 0.008 ; right side : P = 0.001 -RRB- There was no significant finding relating to the factor aggression neither was there any significant interaction between aggression , dysthymia and gender .
10707898|Following 72-hr reperfusion , GFAP mRNA signal was observed in virtually the entire ischemic cortex , particularly the amygdala region , then gradually reduced and restricted to right MCA territory and subcortical thalamic nucleus following 2-week reperfusion .
10710158|In this study we analyze the effects of hemisphere , sex and age on size variability of the total cerebrum , cerebellum , lateral ventricles , temporal lobe , amygdala , hippocampus , superior temporal gyrus , corpus callosum , caudate , putamen , and globus pallidus in 115 healthy children and adolescents , ages 4-20 years .
10712653|Exposure to upright faces selectively increased expression significantly more in the right inferior temporal cortex than in the left , and active choice between upright faces additionally increased expression bilaterally in basal amygdala and hippocampus -LRB- CA1-4 -RRB- .
10712653|Exposure to inverted faces did not lead to enhanced activation in the right inferior temporal cortex , amygdala or hippocampus but instead increased expression levels in the diagonal band of Broca , parietal and cingulate cortices .
10712653|These results show that discrimination of upright faces in sheep preferentially engages the right temporal cortex , as it does in humans , and that performance of active choices between such faces may additionally involve the basal amygdala and hippocampus .
10722182|Quantitative MRI of the hippocampus and amygdala in severe depression .
10722182|BACKGROUND : There is little evidence to support possible structural changes in the amygdala and hippocampus of patients with severe depression .
10722182|METHODS : Quantitative MRI of the amygdala and hippocampus , as well as proton spectroscopy -LRB- MRS -RRB- of mesial temporal structures were studied in 34 drug-resistant in-patients with major depression and compared with 17 age-matched controls .
10722182|The patients , but not the controls , had significant asymmetry of the amygdalar volumes -LRB- right smaller than left -RRB- .
10722182|No differences were observed between the patients and controls in the T2 relaxation times for the hippocampus and amygdala .
10727625|Concentrations of DA,3,4-dihydroxyphenylacetic acid -LRB- DOPAC -RRB- and homovanillic acid -LRB- HVA -RRB- in the lateral amygdala , nucleus accumbens , caudate-putamen , and medial prefrontal cortex were determined in the postmortem brains of lesioned and sham-operated rats on PD35 and PD56 .
10727625|On PD35 , concentrations of DA in the bilateral lateral amygdala and HVA in the left lateral amygdala were significantly increased in lesioned rats compared with sham-operated animals , while no significant change was observed in the other three brain areas .
10727625|On PD56 , in addition to the increased concentration of DA in the left lateral amygdala , those of DA , DOPAC and HVA in the caudate-putamen , and DA in the nucleus accumbens were found to be increased , but DA concentrations in the right medial prefrontal cortex were decreased .
10727625|The DOPAC/DA concentration ratio was , however , decreased in the amygdala and nucleus accumbens of the lesioned rats .
10727625|In an in vivo microdialysis study , methamphetamine -LRB- MAP : 2 mg/kg , i.p. -RRB- - induced DA release in the amygdala of lesioned rats was significantly enhanced compared with sham-operated rats on both PD35 and PD56 .
10729349|Right somatosensory-related cortices thus constitute an additional critical component that functions together with structures such as the amygdala and right visual cortices in retrieving socially relevant information from faces .
10729624|In this period of time , dipoles were concentrated in the right temporal pole , and the temporal pole and the amygdala in the most anxious subject .
10769253|Volumetry of hippocampus and amygdala with high-resolution MRI and three-dimensional analysis software : minimizing the discrepancies between laboratories .
10769253|Within the medial temporal lobe , both the hippocampus and amygdala are frequently targeted by researchers and clinicians for volumetric analysis based on magnetic resonance imaging -LRB- MRI -RRB- .
10769253|The hippocampal volume was larger in the right hemisphere -LRB- 3324 versus 3208 mm -LRB- 3 -RRB- -RRB- , while no interhemispheric differences for the amygdala -LRB- 1154 versus 1160 mm -LRB- 3 -RRB- -RRB- could be observed .
10769253|Most importantly , results from recent segmentation protocols for hippocampus and amygdala seem to approach each other with regard to mean volumes and interhemispheric differences .
10769253|This indicates that the advances in scanning technique , volume preparation and segmentation protocols allow a more precise definition of medial temporal lobe structures with MRI , and that results for mean volumes for hippocampus and amygdala from different laboratories will eventually become comparable .
10775518|The entorhinal cortex -LRB- Brodmann 's area 28 -RRB- is located at the anterior aspect of the parahippocampal gyrus ventral to the amygdala and the hippocampus .
10792453|Differential amygdala responses to winning and losing : a functional magnetic resonance imaging study in humans .
10792453|The amygdala has been shown to respond to many distinct types of affective stimuli , including reward and punishment feedback in animals .
10792453|The results showed that the parametric increase of winning was associated with left amygdala activation whereas the parametric increase of losing was associated with right amygdala activation .
10792453|These findings provide functional evidence that the human amygdala differentially responds to changes in magnitude of positive or negative reinforcement conveyed by lexical stimuli .
10797615|Unilateral injection of kainate into the right amygdala produced epileptic seizures , as well as selective degeneration of nerve cells restricted to the ipsilateral CA3 and CA4 regions of the hippocampus , followed by the development of gliosis .
10820211|Experiments have been run in awake , freely moving rats , implanted with a bipolar electrode in the right amygdala -LRB- for kindling stimulation -RRB- , and with a recording electrode and a microdialysis probe in the left hippocampus .
10825795|MRI revealed hematoma from the lower putamen to the medial temporal lobe including amygdala on the left .
10825795|We speculate that the hallucinations of the present case were produced by the dysfunctions not only of the temporooccipital and temporoparietal regions but also of the posterior inferotemporal cortex which has strong interactions with amygdala and works as the visual memory center .
10837507|Impaired emotional declarative memory following unilateral amygdala damage .
10837507|ralph-adolphs@uiowa.edu Case studies of patients with bilateral amygdala damage and functional imaging studies of normal individuals have demonstrated that the amygdala plays a critical role in encoding emotionally arousing stimuli into long-term declarative memory .
10837507|However , several issues remain poorly understood : the separate roles of left and right amygdala , the time course over which the amygdala participates in memory consolidation , and the type of knowledge structures it helps consolidate .
10837507|We investigated these questions in eight subjects with unilateral amygdala damage , using several different measures .
10837507|For comparison , our main task used stimuli identical to those used previously to investigate emotional declarative memory in patients with bilateral amygdala damage .
10837507|Contrasts with both brain-damaged and normal control groups showed that subjects with left amygdala damage were impaired in their memory for emotional stimuli , despite entirely normal memory for neutral stimuli -LRB- because of a number of caveats , the findings from subjects with right amygdala damage were less clear -RRB- .
10837507|We stress the complex and temporally extended nature of memory consolidation and suggest that the amygdala may influence specific components of this process .
10843513|Test-retest reliability of resting regional cerebral metabolic rate of glucose -LRB- rCMR -RRB- was examined in selected subcortical structures : the amygdala , hippocampus , thalamus , and anterior caudate nucleus .
10843513|Good test-retest reliability was found in the left amygdala , right and left hippocampus , right and left thalamus , and right and left anterior caudate nucleus .
10843513|However , rCMR in the right amygdala did not show good test-retest reliability .
10855761|Higher brain blood flow at amygdala and lower frontal cortex blood flow in PTSD patients with comorbid cocaine and alcohol abuse compared with normals .
10855761|CA-PTSD patients had significantly higher rCBF in right amygdala and left parahippocampal gyrus than normals during the ACPT .
10855761|The role of the amygdala in attention and fear conditioning suggests that increased amygdala rCBF may be related to clinical features of PTSD .
10855761|Cocaine use may be associated with increased amygdala rCBF in PTSD patients .
10883713|Schizophrenia , temporal lobe epilepsy and psychosis : an in vivo magnetic resonance spectroscopy and imaging study of the hippocampus/amygdala complex .
10883713|BACKGROUND : We have used proton magnetic resonance imaging and spectroscopy to measure hippocampus/amygdala volumes and anterior hippocampal metabolite concentrations -LRB- N-acetyl aspartate -LRB- NAA -RRB- , creatine/phosphocreatine and choline -RRB- in subjects with temporal lobe epilepsy -LRB- TLE -RRB- , schizophrenia and in normal controls .
10883713|Total hippocampus/amygdala volumes showed no significant differences in any of the groups when compared with normal controls .
10883713|When compared with controls significant , specific regional volume reductions were present bilaterally in the EP group and in the left hippocampus/amygdala in schizophrenia .
10883713|Specific regional hippocampus/amygdala volume reductions were more marked in the EP group and were bilateral .
10891648|During the task , activation of the right anterior medial temporal region including the amygdala was increased in the psychogenic amnesic patient .
10896168|OS activated amygdala-piriform , orbitofrontal , insular , and cingulate cortices and right thalamus .
10913507|A pilot study of amygdala volumes in pediatric generalized anxiety disorder .
10913507|Basic research has implicated the amygdala and circuits related to these nuclei as being central to several aspects of fear and fear-related behaviors in animals .
10913507|METHODS : Magnetic resonance imaging was used to measure amygdala volumes and comparison brain regions in 12 child and adolescent subjects with generalized anxiety disorder and 24 comparison subjects .
10913507|RESULTS : Right and total amygdala volumes were significantly larger in generalized anxiety disorder subjects .
10913507|CONCLUSIONS : Although these data are preliminary and from a small sample , the results are consistent with a line of thinking that alterations in the structure and function of the amygdala may be associated with pediatric generalized anxiety disorder .
10958248|Evidence that NMDA-dependent limbic neural plasticity in the right hemisphere mediates pharmacological stressor -LRB- FG-7142 -RRB- - induced lasting increases in anxiety-like behavior : study 3 -- the effects on amygdala efferent physiology of block of NMDA receptors prior to injection of FG-7142 and its relationship to behavioral change .
10958248|Unlike previous work , this study examined the effects of FG-7142 on LTP of amygdala efferents in both hemispheres .
10958248|7-amino-phosphono-heptanoic acid -LRB- AP7 -RRB- , a competitive NMDA receptor blocker , given prior to administration of FG-7142 , prevented LTP in amygdala efferent transmission to the medial hypothalamus and periacqueductal gray -LRB- PAG -RRB- .
10958248|A new finding is that increased local excitability in the right basal amygdala -LRB- reduced threshold for evoked response -RRB- , and LTP in the right amygdalo-PAG pathway , may be important for maintenance of increases in defensive behavior .
10959525|Regional CBF was attenuated bilaterally in the right and left prefrontal , temporal -LRB- including the amygdala -RRB- , parietal , and occipital cortices , and in the left orbitofrontal cortex .
10963985|Measurements were performed on contiguous 2.2-mm coronal MRI slices , which included , as well as the temporal lobe , the amygdala , the hippocampal formation , and the temporal horn of the lateral ventricle .
10963985|The definition of the hippocampus-amygdala interface was also validated in a correlated triplanar display .
10969937|OBJECT : Unilateral resection of the hippocampus and amygdala can be used to treat medically intractable mesial temporal lobe seizures .
10974353|radamec@play.psych.mun.ca In two complementary experiments , we studied the effects of low frequency stimulation -LRB- LFS -RRB- of the amygdala on behavioral effects of kindling in rats and cats .
10974353|These studies tested the hypothesis that kindling induced long term potentiation -LRB- KLTP -RRB- in amygdala circuits underlies interictal behavioral change .
10974353|In cats , the effects of LFS on KLTP of amygdala efferents was studied , and related to behavioral effects .
10974353|Partial ventral hippocampal kindling in cats and right amygdala kindling in rodents lastingly increased defensive response to rats in cats , and anxiety-like behavior -LRB- ALB -RRB- in the elevated plus-maze in rats .
10974353|Partial kindling also induced KLTP of amygdala efferent transmission to ventromedial hypothalamus -LRB- VMH -RRB- and periaqueductal gray -LRB- PAG -RRB- in left and right hemispheres .
10974353|Depotentiation of amygdala efferent KLTP by bilateral amygdala LFS selectively reduced KLTP in right amygdala efferents .
10974353|These findings suggest that lasting change in affect produced by kindling depends on LTP of right amygdala efferent transmission to PAG , replicating studies of the effects of FG-7142 on brain and behavior in the cat .
10974353|The findings suggest further that the spectrum of behavioral changes produced by partial kindling are dependent on changes in a variety of neural circuits , and that amygdala efferent transmission changes are responsible for changes in defensive behavior , but not attack behavior .
10974353|Effects of LFS were not due to damage , as thresholds to evoke amygdala efferent response were unchanged .
10974353|Bilateral but not unilateral amygdala LFS reversed the effects of kindling on risk assessment in the plus maze for at least 3weeks .
10974353|These findings are consistent with other studies which suggest that amygdala neuroplasticity in separable amygdala circuits mediates lasting changes in open arm avoidance and risk assessment .
